1493403279.42,263.15,0,1,0,-0.1
1493403280.38,263.15,0,1,0,-0.1
1493403281.45,263.15,0,1,0,-0.2
1493403282.3,263.15,0,1,0,-0.1
1493403283.36,263.1,0,1,0,-0.1
1493403284.42,263.1,0,1,0,-0.1
1493403285.39,263.15,0,1,0,-0.0
1493403286.35,263.15,0,1,0,-0.1
1493403287.31,263.15,0,1,0,-0.1
1493403288.38,263.1,0,1,0,-0.1
1493403289.32,263.15,0,1,0,-0.1
1493403290.28,263.15,0,1,0,-0.2
1493403291.24,263.15,0,1,0,-0.1
1493403292.2,263.15,0,1,0,-0.1
1493403293.27,263.15,0,1,0,-0.1
1493403294.31,263.1,0,1,0,-0.1
1493403295.26,263.15,0,1,0,-0.1
1493403296.22,263.15,0,1,0,-0.1
1493403297.18,263.1,0,1,0,-0.1
1493403298.25,263.1,0,1,0,-0.1
1493403299.19,263.15,0,1,0,-0.2
1493403300.15,263.2,0,1,0,-0.1
1493403301.11,263.15,0,1,0,-0.1
1493403302.07,263.15,0,1,0,-0.1
1493403303.15,263.1,0,1,0,-0.1
1493403304.2,263.15,0,1,0,-0.1
1493403305.15,263.15,0,1,0,-0.1
1493403306.11,263.15,0,1,0,-0.1
1493403307.07,263.15,0,1,0,-0.1
1493403308.13,263.1,0,1,0,-0.1
1493403309.07,263.15,0,1,0,-0.1
1493403310.04,263.15,0,1,0,-0.1
1493403310.99,263.2,0,1,0,-0.1
1493403311.95,263.15,0,1,0,-0.1
1493403312.92,263.15,0,1,0,-0.1
1493403313.88,263.15,0,1,0,-0.1
1493403314.83,263.1,0,1,0,-0.1
1493403315.79,263.15,0,1,0,-0.1
1493403316.75,263.15,0,1,0,-0.1
1493403317.81,263.15,0,1,0,-0.1
1493403318.75,263.15,0,1,0,-0.1
1493403319.71,263.15,0,1,0,-0.1
1493403320.67,263.15,0,1,0,-0.2
1493403321.63,263.15,0,1,0,-0.1
